Perovskite_composition_a_ions,Perovskite_composition_a_ions_coefficients,Perovskite_composition_b_ions,Perovskite_composition_b_ions_coefficients,Perovskite_composition_c_ions,Perovskite_composition_c_ions_coefficients,Perovskite_band_gap
Cs; FA; MA; Rb,0.025; 0.7; 0.25; 0.025,Pb,1,I,3,1.51
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49,1.61
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,1; 2,1.61
Cs,1,Ag; Bi,1; 1,Br,6,2.39
Cs,1,Pb,1,Br,3,2.31
(NMA); MA,2; 39,Pb,40,I,121,1.61
(NMA); MA,2; 59,Pb,60,I,181,1.61
Cs; FA; MA,0.05; 0.81; 0.14,Pb,1,Br; I,0.42; 2.58,1.61
Cs; FA; MA,0.1; 0.76; 0.14,Pb,1,Br; I,0.55; 2.55,1.61
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.39; 2.61,1.59
(N-EtPy),1,Sb,1,Br,6,1.65
Cs; FA,0.1; 0.9,Pb,1,I,3,1.55
Cs; FA | (PEA),0.1; 0.9 | 2,Pb | Pb,1 | 1,I | I,3 | 4,1.55
Cs; FA; MA,0.05; 0.8; 0.15,Pb,1,Br; I,0.55; 2.55,1.61
FA; MA,0.85; 0.15,Pb,1,Br; I,0.55; 2.55,1.58
Cs; FA; MA,0.1; 0.75; 0.15,Pb,1,Br; I,0.55; 2.55,1.63
Cs; FA; MA,0.2; 0.65; 0.15,Pb,1,Br; I,0.55; 2.55,1.85
FA; K; MA,0.8; 0.05; 0.15,Pb,1,Br; I,0.55; 2.55,1.59
FA; K; MA,0.75; 0.1; 0.15,Pb,1,Br; I,0.55; 2.55,1.59
FA; K; MA,0.65; 0.2; 0.15,Pb,1,Br; I,0.55; 2.55,1.59
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.47; 2.53,1.59
Cs; FA; MA,0.17; 0.75; 0.08,Pb,1,Br; I,0.39; 2.61,1.61
Cs; FA; MA,0.05; 0.81; 0.14,Pb,1,Br; I,0.39; 2.61,1.59
Cs; FA; MA,0.04; 0.80; 0.16,Pb,1,Br; I,0.51; 2.49,1.61
Cs; FA; MA,0.05; 0.83; 0.12,Pb,1,Br; I,0.49; 2.51,1.6
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1.1,Br; I,0.51; 2.49,1.59
MA,1,Pb,1,I,3,1.548
FA; MA,0.026; 0.974,Pb,1,I,3,1.516
FA; MA,0.5; 0.5,Pb; Sn,0.5; 0.5,I,3,1.27
FA; MA,0.5; 0.5,Pb; Sn,0.5; 0.5,I,3,1.33
FA; MA,0.5; 0.5,Pb; Sn,0.5; 0.5,I,3,1.38
FA; MA,0.5; 0.5,Pb; Sn,0.5; 0.5,I,3,1.36
FA; MA,1,Pb,1,Br; I,0.45; 2.55,1.65
FA; MA,1,Pb,1,Br; I,0.45; 2.55,2.23
Cs,1,Pb,1,I,3,1.63
FA; MA,0.3; 0.7,Pb,1,I,3,1.57
MA,1,Pb,1,I,x,1.6
MA,1,Mn,1,I,3,1.65
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49,1.63
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49,1.65
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49,2.32
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49,2.43
FA; MA,0.48; 0.52,Pb,1,I,3,1.62
Cs; FA,0.17; 0.83,Pb,1,Br; I,1; 2,1.67
MA,1,Fe; Pb,0.1; 0.9,I,3,1.61
Cs; FA,0.17; 0.83,Pb,1,Br; I,1; 2,1.59
MA,1,Pb; Sn,0.5; 0.5,I,3,1.21
FA; MA,0.85; 0.15,Pb,1,Br; I,0.45; 2.55,1.61
MA,1,Pb,1,I,3,1.605
Cs; MA,0.11; 0.89,Pb,1,I,3,1.62
Cs; MA,0.17; 0.83,Pb,1,I,3,1.633
Cs; MA,0.23; 0.77,Pb,1,I,3,1.644
Cs; MA,0.34; 0.66,Pb,1,I,3,1.652
Cs,1,Sn,1,I,3,1.27
Cs,3,Bi,2,I,9,2.0
AN; MA,0.03; 0.97,Pb,1,I,3,1.58
AN; MA,0.015; 0.985,Pb,1,I,3,1.58
AN; MA,0.06; 0.94,Pb,1,I,3,1.58
AN; MA,0.09; 0.91,Pb,1,I,3,1.58
AN; MA,0.5; 0.5,Pb,1,I,3,1.58
(F3EA); BA; MA,0.12; 1.88; 3,Pb,4,I,13,1.65
BA; MA,2; 3,Pb,4,I,13,1.66
(F3EA); BA; MA,0.04; 1.96; 3,Pb,4,I,13,1.66
(F3EA); BA; MA,0.2; 1.8; 3,Pb,4,I,13,1.64
FA; MA,0.8; 0.2,Pb,1,Br; I,0.22; 1,1.53
MA,1,Pb,1,Br; I,0.4; 2.6,1.67
FA; MA,0.4; 0.6,Pb,1,Br; I,0.6; 2.4,1.68
FA; MA,0.6; 0.4,Pb,1,Br; I,0.4; 2.6,1.58
FA; MA,0.8; 0.2,Pb,1,Br; I,0.2; 2.8,1.53
MA,1,Pb,1,Br; I,0.2; 2.8,1.63
MA,1,Pb,1,Br; I,0.6; 2.4,1.7
Cs | Cs,1 | 1,Pb | Pb,1 | 1,Br; I | Br; I,1; 2 | 1; 2,1.91
FA; MA,0.85; 0.15,Pb,1.0,Br; I,0.45; 2.55,1.59
MA,1,Pb,1,Br,3,2.31
MA,1,Pb,1.0,I,3,1.55
Cs,1,Ba; Pb,0.03; 0.97,Br,3,2.27
Cs,1,Pb; Sr,0.97; 0.03,Br,3,2.27
Cs,1,Ca; Pb,0.03; 0.97,Br,3,2.27
Cs,1,Mg; Pb,0.03; 0.97,Br,3,2.29
Cs,1,Pb,1,Br; I,2; 1,1.92
Cs; FA,1,Pb,1,Br; I,0.3; 2.7,1.56
Cs; FA,1,Pb,1,I,3,1.56
BDA; Cs,1; 4,Pb,5,Br; I,4.8; 11.2,1.9
BDA; Cs,1; 3,Pb,4,Br; I,3.9; 9.1,1.9
BDA; Cs,1; 2,Pb,3,Br; I,3; 7,1.91
BDA; Cs,1; 1,Pb,2,Br; I,2.1; 4.9,2.02
Cs,1,Pb,1,Br; I,2; 1,2.08
(PEA); FA; MA,2; 0.85; 0.15,Pb,2,Br; I,1.05; 5.95,1.59
Cs; MA; FA | BA,0.05; 0.17; 0.76 | 2,Pb | Pb,1 | 1,Br; I | Br; I,1; 2 | 3.2; 0.8,1.72
BA; MA,1; 3,Pb,4,I,13,1.6
(BDA); MA,1; 3,Pb,4,I,13,1.6
(BDA); MA,1; 1,Pb,2,I,7,2.536
(BDA),1,Pb,1,I,4,2.536
(PBA); BA; MA,0.5; 1.5; 3,Pb,4,I,13,1.65
(PBA); BA; MA,1.5; 0.5; 3,Pb,4,I,13,1.65
(PBA); BA; MA,1; 1; 3,Pb,4,I,13,1.65
(PBA); MA,2; 3,Pb,4,I,13,1.65
BA; MA,2; 3,Pb,4,I,13,1.65
MA,1,Pb,1.0,I,3,1.51
MA,1,Pb,1.0,Br; I,0.66; 2.33,1.58
(MTEA); MA,2; 4,Pb,5,I,16,1.58
BA; MA,2; 4,Pb,5,I,16,1.58
MA,1,Pb,1.0,Br; I,0.33; 2.66,1.65
MA,1,Pb,1.0,Br; I,1.5; 1.5,1.72
MA,1,Pb,1.0,Br,3,2.12
Cs | FA,1 | 1,Pb | Pb,1 | 1,Br | Br; Cl,3 | 2; 1,2.32
FA; MA,0.7; 0.3,Pb,1,Br; I,0.10; 2.90,1.58
Cs; FA; MA,0.05; 0.83; 0.17,Pb,1,Br; I,0.51; 2.49,1.6
(iPA),3,Pb,1,I,5,2.35
(DMA),2,Pb,1,I,4,2.39
Cs; FA; MA,0.05; 0.80; 0.15,Pb,1,Br; I,0.45; 2.55,1.6
FA; MA,0.85; 0.15,Pb,1.0,Br; I,0.45; 2.55,1.55
MA,1,Pb,1.0,I,3,1.56
MA,1,Pb,1.0,Br; I,0.15; 2.85,1.57
MA,1,Pb,1.0,Br; I,0.3; 2.7,1.58
MA,1,Pb,1.0,Br; I,0.45; 2.55,1.6
MA,1,Pb,1.0,Br; I,0.6; 2.4,1.62
Cs; FA; MA,0.05; 0.79; 0.160,Pb,1.0,Br; I,0.3; 2.7,1.55
FA; MA,0.3; 0.7,Pb,1.0,I,3,1.55
FA,1,Pb,1.0,I,3,1.48
(1.3-Pr(NH3)2),0.5,Pb,1.0,I,3,1.62
MA,1,Pb,1.0,I,3,1.5
MA,1,Pb,1.0,Br,3,2.1
MA,1,Pb,1.0,Cl,3,2.8
MA,1,Pb,1.0,Br; I,1; 2,1.6
MA,1,Pb,1.0,Cl; I,1; 2,2.7
Cs,1,Pb,1.0,Br; I,1; 2,1.91
Cs,1,Pb,1.0,Br; I,1; 2,1.92
MA,1,Pb,1.0,I,3,1.53
BA; MA,2; 3,Pb,4.0,I,13,1.63
Ag,3,Bi,1.0,Br,6,2.6
FA,1,Sn,1.0,I,3,1.4
MA,1,Pb,1.0,I,3,1.57
Cs,1,Pb,1,Br; I,0.15; 2.85,1.79
Cs,1,Pb,1,Br; I,0.45; 2.55,1.84
MA,1,Pb,0.93,I,3,1.44
Cs; FA; MA,0.05; 0.81; 0.14,Pb,1,Br; I,0.45; 2.55,1.5
MA,3,Bi,1,I,2,2.2
MA,3,Bi,2,I,9,2.1
Cs,3,Bi,2,I,9,2.4
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.45; 2.55,1.7
MA,1,Pb,1,Br; I,0.3; 2.7,1.5
Cs; FA; MA,0.05; 0.85; 0.15,Pb,1,Br; I,0.45; 2.55,1.58
Cs; FA; MA,0.05; 0.85; 0.15,Pb,1,Br; I,0.45; 2.55,1.6
Cs; FA; MA,0.05; 0.85; 0.1,Pb,1,Br,3.0,2.28
(DMA); MA,0.025; 0.975,Pb,1,I,3,1.55
(DMA); MA,0.05; 0.95,Pb,1,I,3,1.55
(DMA); MA,0.075; 0.925,Pb,1,I,3,1.55
(DMA); MA,0.1; 0.9,Pb,1,I,3,1.55
FA; MA,0.4; 0.6,Pb,1,I,3,1.54
(PEA); MA,2,Pb,2,I,4,1.59
MA,1,Pb,1,I,3,1.607
MA,1,Pb,1,I,3,1.625
MA,1,Pb,1,I,3,1.634
Cs; FA; MA,0.06; 0.79; 0.15,Pb,1,Br; I,0.45; 2.55,1.59
Cs; FA; MA,0.06; 0.79; 0.15,Pb,1,Br; I,0.45; 2.55,1.56
Cs; FA; MA,0.06; 0.79; 0.15,Pb,1,Br; I,1.8; 1.2,1.83
Cs; FA; MA,0.06; 0.79; 0.15,Pb,1,Br; I,1.8; 1.2,1.78
FA; MA,0.4; 0.6,Pb,1,I,3,1.55
FA; MA,0.6; 0.4,Pb,1,I,3,1.54
FA; MA,0.65; 0.35,Pb,1,I,3,1.52
FA; MA,0.3; 0.7,Pb,1,Br; I,0.15; 2.85,1.6
FA; MA,0.3; 0.7,Pb,1,Br; I,0.3; 2.7,1.63
FA; MA,0.3; 0.7,Pb,1,Br; I,0.45; 2.55,1.66
FA; MA,0.3; 0.7,Pb,1,Br; I,0.6; 2.4,1.69
MA,1,Pb,1,I,3,1.556
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.52; 2.48,1.38
Cs; FA; MA,0.05; 0.79; 0.16,Pb; Sn,0.916; 0.084,Br; I,0.52; 2.48,1.38
Cs; FA; MA,0.05; 0.79; 0.16,Pb; Sn,0.832; 0.168,Br; I,0.52; 2.48,1.38
Cs; FA; MA,0.05; 0.79; 0.16,Pb; Sn,0.748; 0.252,Br; I,0.52; 2.48,1.38
Cs; FA; MA,0.05; 0.79; 0.16,Pb; Sn,0.664; 0.336,Br; I,0.52; 2.48,1.38
Cs; FA; MA,0.05; 0.79; 0.16,Pb; Sn,0.58; 0.42,Br; I,0.52; 2.48,1.38
Cs; FA; MA,0.05; 0.79; 0.16,Pb; Sn,0.84; 0.84,Br; I,0.52; 2.48,1.38
Cs; MA,0.1; 0.9,Pb,1,Br; I,1; 2,1.77
Cs,1,Sn,1,I,3,1.3
MA,1,Pb,1,I,3,1.52
FA,1,Pb,1,I,3,1.53
FA,1,Pb,1,I,3,1.6
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.5; 2.5,1.63
FA,1,Pb,1,I,3,1.54
Cs,1,Pb,1,Br; I,0.2; 2.8,1.82
Cs; FA; MA,0.06; 0.78; 0.16,Pb,1,Br; I,0.51; 2.49,1.63
Cs; FA,1,Pb,1,I,3,1.55
FA; MA,0.85; 0.15,Pb,1,Br; I,0.15; 0.85,1.63
Cs; FA,0.05; 0.95,Pb,1,I,3,1.54
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49,1.619
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49,1.633
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49,1.623
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49,1.602
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49,1.64
MA,1,Pb,1,I,3,1.3
Cs | Cs,1 | 1,Pb | Pb,1 | 1,Br; I | I,2; 1 | 3,1.91 | 1.8
Cs,1,Pb,1,Br; I,3,1.91
MA,1,Pb,1,Br,3,2.32
MA,1,Pb,1,Br,3,2.29
MA,1,Pb,1,Br,3,2.27
MA | MA,1 | 1,Pb | Pb,1 | 1,I | I,3 | 3,1.6 | 1.68
Cs; FA,0.15; 0.85,Pb,1,I,3,1.554
Cs; FA; MA,0.15; 0.75; 0.1,Pb,1,Br; I,0.1; 2.9,1.57
Cs; FA; MA,0.15; 0.75; 0.1,Pb,1,I,3,1.554
Cs; FA,0.1; 0.9,Pb,1,Br; I,0.1; 2.9,1.55
Cs; FA | (PEA),0.1; 0.9 | 1,Pb | Pb,1 | 1,Br; I | Br; I,0.1; 2.9 | 0.1; 2.9,1.565
Cs; FA | (PA),0.1; 0.9 | 1,Pb | Pb,1 | 1,Br; I | Br; I,0.1; 2.9 | 0.1; 2.9,1.565
Cs; FA | (PMA),0.1; 0.9 | 1,Pb | Pb,1 | 1,Br; I | Br; I,0.1; 2.9 | 0.1; 2.9,1.565
Cs; FA,0.05; 0.95,Pb,1,I,3,1.55
Cs; FA; MA,0.05; 0.94; 0.01,Pb,1,Br; I,0.03; 2.97,1.55
Cs,1,Pb; Sn,0.6; 0.4,I,3,1.38
Cs; FA,0.08; 0.92,Pb,1.0,I,3.0,1.51
MA,1,Pb,1,Br; I,2.1; 0.9,1.97
Cs; FA; MA,0.1; 0.75; 0.15,Pb,1,Br; I,0.5; 2.5,1.63
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.48; 2.52,1.61
MA,1,Pb,1,I,3,1.8
Cs; FA; MA,0.05; 0.55; 0.4,Pb,1,Br; I,2.88; 0.12,1.56
MA,1,Pb,1,Br,3,2.2
(BDA); MA,1; 2,Pb,3,I,10,1.6
(PDMA),1,Pb,1,I,4,1.53
(pF1PEA); MA,2; 4,Pb,4,I,13,1.6
(mF1PEA); MA,1; 4,Pb,4,I,13,1.6
(PEA); MA,2; 4,Pb,4,I,13,1.6
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49,1.6
FA; MA,0.7; 0.3,Pb; Sn,0.5; 0.5,I,3,1.22
FA; MA,1; 1,Pb,1,Br; I,1; 1,1.54
MA,1.0,Pb,1,Br,3.0,2.3
MA,1.0,Ag; Pb,0.005; 0.995,Br,3.0,2.3
MA,1.0,Ag; Pb,0.01; 0.99,Br,3.0,2.3
MA,1.0,Ag; Pb,0.02; 0.98,Br,3.0,2.3
MA,1.0,Ag; Pb,0.05; 0.95,Br,3.0,2.3
MA,1.0,Ag; Pb,0.1; 0.9,Br,3.0,2.3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49,1.5
Cs; FA,0.25; 0.75,Pb,1,Br; I,0.6; 2.4,1.7
Cs; FA; MA,0.08; 0.77; 0.15,Pb,1,Br; I,0.51; 2.49,1.6
MA,1,Pb,1,I,1,1.58
FA,1,Pb,1,I,3,1.887
FA,1,Pb,1,I,3,1.859
MA | FA,1; 1,Pb,1,Br; I,1; 1,1.859
MA | FA,4; 6,Pb,1,Br; I,4; 6,1.793
MA | FA,3; 7,Pb,1,Br; I,3; 7,1.713
MA | FA,2; 8,Pb,1,Br; I,2; 8,1.646
Cs; FA,0.2; 0.8,Pb,1,Br; I,0.6; 2.4,1.68
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.99; 2.01,1.72
Cs; FA,0.15; 0.85,Pb,1,Br; I,0.9; 2.1,1.7
Cs; FA,0.15; 0.85,Pb,1,Br; I,0.3; 2.7,1.58
Cs; FA,0.15; 0.85,Pb,1,Br; I,0.6; 2.4,1.626
Cs; FA,0.15; 0.85,Pb,1,Br; I,0.9; 2.1,1.68
Cs; FA,0.1; 0.9,Pb,1,I,1,1.54
Cs; FA,0.15; 0.85,Pb,1,Br; I,1.2; 1.8,1.752
FA,1,Pb,1,I,1,1.54
MA | FA,0.3; 0.7,Pb,1,Br; I,0.3; 0.7,1.713
FA; MA,0.15; 0.85,Pb,1,Br; I,0.45; 2.55,1.53
FA; MA,0.7; 0.3,Pb; Sn,0.5; 0.5,I,3.0,1.2
Cs; FA; MA,0.05; 0.55; 0.4,Pb,1,Br; I,0.12; 2.88,1.56
Cs; FA; MA,0.17; 0.83,Pb,1,Br; I,0.51; 2.49,1.64
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Cs; FA; MA,0.49; 2.51,1.63
Cs; Na,2; 1,Bi,1,I,6,1.66
Cs; MA,0.3; 2.7,Bi,2,I,9,2.6
MA,3,Bi,2,I,9,2.9
FA,3,Bi,2,I,9,2.6
GU,3,Bi,2,I,9,2.7
DMA,3,Bi,2,I,9,2.4
Cs,3,Bi,2,I,9,2.3
K,3,Bi,2,I,9,2.3
Rb,3,Bi,2,I,9,2.3
Na,3,Bi,2,I,9,2.3
Ag,3,Bi,1,I,6,1.8
Cs; FA; MA,0.05; 0.86; 0.09,Pb,1,0.03; 0.97,0.97; 0.03,1.56
Cs; FA,0.05; 0.95,Pb,1,I,3,1.61
MA,3,Sb,2,I,9,2.13
Cs,2,Ag; Bi,1; 1,Br,6,2.3
Cs,2,Ag; Bi,1; 1,Br,6,2.2
Cs | PEA,2 | 4,Ag; Bi | Ag; Bi,1; 1 | 1; 1,Br | Br,6 | 8,2.8
Cu,1,Ag; Bi,1; 1,I,5,1.94
Cu,2,Ag; Bi,1; 1,I,6,1.89
Cu,1.25,Ag; Bi,1; 1,I,5.25,1.89
Cu,1.5,Ag; Bi,1; 1,I,5.5,1.89
Cu,1.75,Ag; Bi,1; 1,I,5.75,1.89
Cu,2.25,Ag; Bi,1; 1,I,6.25,1.89
Ag,3,Bi,1,I,6,1.87
Ag,3,Bi,1,I; S,5.98; 0.01,1.85
Ag,3,Bi,1,I; S,5.96; 0.02,1.83
Ag,3,Bi,1,I; S,5.94; 0.03,1.83
Ag,3,Bi,1,I; S,5.94; 0.04,1.8
Ag,3,Bi,1,I; S,5.9; 0.05,1.78
Ag,3,Bi,1,I; S,5.88; 0.06,1.76
Ag,1,Bi,1,I; S,3.98; 0.01,1.82
Ag,1,Bi,1,I; S,3.96; 0.02,1.8
Ag,1,Bi,1,I; S,3.94; 0.03,1.79
Ag,1,Bi,1,I,4,1.84
Ag,1,Bi,1,I; S,3.92; 0.04,1.76
Ag,1,Bi,1,I; S,3.9; 0.05,1.75
Ag,1,Bi,1,I; S,3.88; 0.06,1.73
Ag,1,Bi,2,I,7,1.88
Ag,1,Bi,2,I; S,6.98; 0.01,1.87
Ag,1,Bi,2,I; S,6.96; 0.02,1.85
Ag,1,Bi,2,I; S,6.94; 0.03,1.84
Ag,1,Bi,2,I; S,6.92; 0.04,1.83
Ag,1,Bi,2,I; S,6.9; 0.05,1.81
Ag,1,Bi,2,I; S,6.88; 0.06,1.79
Ag,2,Bi,1,I,5,1.89
Ag,2,Bi,1,I; S,4.98; 0.01,1.87
Ag,2,Bi,1,I; S,4.96; 0.02,1.86
Ag,2,Bi,1,I; S,4.94; 0.03,1.84
Ag,2,Bi,1,I; S,4.92; 0.04,1.82
Ag,2,Bi,1,I; S,4.9; 0.05,1.79
Ag,2,Bi,1,I; S,4.88; 0.06,1.76
MA,3,Bi,2,I,9,2.2
MA,3,Bi; Sn,1.6; 0.4,I,9,1.95
MA,3,Bi; Sn,1.4; 0.6,I,9,1.94
MA,3,Bi; Sn,1.2; 0.8,I,9,1.93
MA,3,Bi; Sn,1; 1,I,9,1.91
(NH4),3,Sb,2,I,9,2.05
(NH4),3,Bi,2,I,9,2.1
FA; MA,0.992; 0.008,Pb,1,Br; I,0.024; 2.976,1.56
(5-AVA); MA,0.05; 0.95,Pb,1,I,3,1.6
Cs; FA,0.15; 0.85,Pb,1,Br; I,0.9; 2.1,1.698
Cs; FA,0.2; 0.8,Pb,1,Br; I,0.9; 2.1,1.714
Cs; FA,0.17; 0.83,Pb,1.0,I,3.0,1.56
Cs; FA,0.25; 0.75,Pb,1,Br; I,0.9; 2.1,1.729
Cs; FA; MA,0.1; 0.79; 0.16,Pb,1,Br; I,1; 2,1.72
Cs; FA,0.18; 0.83,Pb,1,Br; I,1; 2,1.73
Cs; FA,0.18; 0.82,Pb,1,Br; I,0.24; 2.82,1.55
(PEA); FA,0.08; 0.92,Sn,1,I,3,1.42
Cs; FA; MA,0.05; 0.76; 0.19,Pb,1,Br; I,0.51; 2.49,1.65
Cs; FA; MA,0.05; 0.76; 0.19,Pb,1,Br; I,0.72; 2.28,1.68
Cs; FA; MA,0.15; 0.68; 0.17,Pb,1,Br; I,0.3; 2.7,1.63
Cs; FA; MA,0.15; 0.68; 0.17,Pb,1,Br; I,0.6; 2.4,1.68
Cs; FA; MA,0.15; 0.68; 0.17,Pb,1,Br; I,0.9; 2.1,1.74
Cs; FA; MA,0.25; 0.6; 0.15,Pb,1,Br; I,0.51; 2.49,1.68
Cs; FA; MA,0.25; 0.6; 0.15,Pb,1,Br; I,0.72; 2.28,1.72
Cs; FA; MA,0.15; 0.75; 0.10,Pb,1,Br; I,0.6; 2.4,1.66
Cs; FA; MA,0.15; 0.65; 0.2,Pb,1,Br; I,0.6; 2.4,1.67
Cs; FA; MA,0.05; 0.91; 0.04,Pb,1,Br; I,0.15; 2.85,1.54
Cs; FA,0.17; 0.83,Pb,1,Br; I,0.4; 0.6,1.79
Cs; FA,0.2; 0.8,Pb,1,Br; I,0.3; 0.7,1.75
Cs; FA,0.2; 0.8,Pb,1,Br; I,0.2; 0.8,1.69
FA; MA,0.55; 0.45,Pb; Sn,0.45; 0.55,I; SCN,0.95; 0.05,1.24
FA; MA,0.3; 0.7,Pb; Sn,0.3; 0.7,I,3,1.33
FA; MA,0.7; 0.3,Pb; Sn,0.7; 0.3,I,3,1.26
FA; MA,0.66; 0.34,Pb,1,I,3,1.57
FA; MA,0.66; 0.34,Pb; Sn,0.75; 0.25,I,3,1.32
FA; MA,0.66; 0.34,Pb; Sn,0.6; 0.4,I,3,1.29
FA; MA,0.66; 0.34,Pb; Sn,0.4; 0.6,I,3,1.25
Cs; FA,0.1; 0.9,Pb,1,Br; I,0.9; 2.1,1.678
